student_key,subject_key,exam_score,homework_completion_percentage,teacher_comments
6907,1,90.00,90,Lawyer indeed actually help offer parent activity organization near person staff then.
10061,2,50.00,95,Simple nature a lose sit account standard likely long item my coach.
5652,1,58.00,5,Report hard president including budget about art surface still two arm.
7420,4,65.00,100,n/a
7335,6,68.00,80,Under simple religious age amount whole for key gas local.
5286,3,91.00,80,Clear none rich know major produce seat choice your floor least back.
9725,3,70.00,95,n/a
10219,5,55.00,95,Agreement instead benefit enter serve phone significant serve professional movement they.
1091,2,99.00,100,Cut imagine upon reveal dream nature suggest on hospital too cost allow about.
3619,4,77.00,100,n/a
3941,5,41.00,100,n/a
8074,6,86.00,5,Two mother key computer like early protect.
6762,2,78.00,5,Physical wide very meet everything art southern ok trial deep.
11906,5,54.00,90,Outside open camera return soon half.
5508,6,68.00,80,Enjoy fish involve recent clearly there parent early stuff town.
3435,5,88.00,90,Leader art avoid ever myself measure power seem relate capital push most participant.
4554,1,89.00,95,Year indicate against coach seat law such section court military edge system know.
4848,5,78.00,5,Lawyer share paper plan lot present between pressure maybe.
3045,1,78.00,95,Kid action citizen last arm region discover process behind.
11110,2,85.00,100,Leg clear join clear discussion adult.
11500,5,70.00,90,Rich focus forward region stand leave down become.
11896,4,68.00,100,Tree deal necessary country recent memory simple scientist compare probably.
2813,2,67.00,95,Piece quickly trip machine idea wish two information goal appear sign nature.
5274,3,65.00,80,Be concern month agency indicate task military rule performance.
4292,4,57.00,100,Money often nearly shake bit hold professional threat reach.
11645,5,89.00,90,n/a
7806,2,76.00,80,n/a
10963,5,44.00,95,n/a
8140,1,89.00,80,Add sure ability nice new who.
7330,1,73.00,95,Daughter red modern its hard argue worker into situation turn full.
2928,3,53.00,5,Goal growth next reach enough list provide become value occur.
2254,5,65.00,5,Cover manager guess none arm base bank.
6195,4,78.00,80,n/a
7960,4,98.00,5,Trip collection blood newspaper perform guess beat figure senior contain option lot could.
987,3,81.00,100,Rest on since product woman book box movement image one common.
11300,4,52.00,100,President benefit dinner skin everybody represent.
7429,1,65.00,80,Day site section hospital me prepare product treatment.
10925,1,68.00,80,Ask hit scientist management book during other agent soon all.
922,6,91.00,90,True so city church his project.
6500,4,66.00,95,Behavior list everybody energy clearly gas reflect their animal student.
2305,5,45.00,100,n/a
6143,4,70.00,95,Painting skill professional where who impact general generation major that whom management.
5245,5,78.00,95,Fly radio news out ready him word operation even tend with.
7605,6,57.00,100,Popular price very sell role door save move there method.
5660,1,67.00,80,Again take similar effect support eye soldier big.
10297,4,98.00,80,Tree tend everything go house even stage price could price management gas.
8133,1,72.00,95,Level when team knowledge security want perhaps dark skill town.
11736,2,57.00,5,Action Mrs life field every night box defense store address serious several week.
10659,6,59.00,80,Score ever it number enjoy kid live wait most third campaign hit look sort.
10685,2,79.00,80,Avoid treat air believe similar institution value research environmental glass increase.
9847,6,93.00,90,Opportunity identify rule animal situation meet center drop down.
11811,1,43.00,100,n/a
8607,4,44.00,5,Take concern fly agency image up bag Mr heart edge.
457,1,55.00,90,Eight evening over his ball own number discuss and protect take recognize foreign.
9132,3,73.00,80,n/a
2807,3,78.00,80,This material difference least owner control.
3750,2,60.00,90,Get test I green crime available fast treat others structure hospital collection top.
4894,1,93.00,80,Right maintain as measure high soon game approach military trip.
9403,5,51.00,95,n/a
8888,3,58.00,80,Surface thought social their show maybe wind rule.
7592,4,63.00,5,Pretty example laugh into among occur body executive family good show.
8427,1,46.00,90,Exist long result remember only represent trade special member.
4921,6,83.00,95,East require by morning ten first six serve four meet suffer.
10925,3,60.00,80,Threat service food better security story action should trouble.
8123,1,44.00,80,No side time of church collection.
2931,3,84.00,5,American bad agree available environment kind decision ready suggest feel bag.
3686,6,71.00,5,n/a
6440,5,83.00,100,More accept policy treat forget simply be.
4123,2,73.00,80,Tend prepare mouth first than source hand example figure despite good others avoid.
4603,3,40.00,100,Material station decision card fast three eye.
6218,1,60.00,80,Pass read human right thought blue until campaign production charge.
7006,5,42.00,100,n/a
2933,5,58.00,100,n/a
635,2,40.00,90,Create management people somebody way morning everything direction thank paper nothing relate.
2120,5,63.00,95,Data reduce human specific series play reflect score country right director together knowledge customer.
5886,6,100.00,80,Might action oil democratic area lawyer sure apply kid interest budget increase field.
9554,3,55.00,95,Country current fire suddenly even whether tend assume word financial if choose.
5532,5,79.00,90,n/a
2361,3,51.00,80,Especially focus enter risk it same certain exist team possible within.
2778,6,87.00,80,Economy couple attorney course technology treatment away officer drop visit.
1898,4,97.00,80,Animal rise coach thus onto management deep subject energy heart.
2779,5,61.00,80,Officer southern letter future prevent go center anyone dog they it oil.
277,4,86.00,95,Cover hit seven television particularly reduce effect interesting by use less never.
10649,2,82.00,80,Before coach blood rate when recognize smile throughout movie itself man.
5309,1,83.00,95,Peace response wish only however sport sense show protect none cultural.
7379,3,86.00,95,Determine around might scene production they happen stuff raise see along.
6476,5,79.00,80,Family nor already voice family nor suddenly compare buy available must various spend.
11350,6,68.00,100,Property place parent media maintain consider help machine.
6161,4,49.00,90,Contain international note political station who life impact say system century simply all.
9070,2,64.00,80,Weight how affect play eye career.
4871,6,94.00,90,Tree financial ok under him establish.
7847,3,84.00,90,Action order in study option heart assume cup effect score success.
3957,4,93.00,80,Vote owner four seven once family off score wall TV.
926,3,69.00,90,Figure control turn like race occur part its.
10491,3,76.00,80,Level avoid system understand sport put allow style young while.
10739,5,64.00,90,Point possible business positive who owner site guy begin.
11490,5,92.00,100,Within political lead member senior structure money reason add east.
6444,6,62.00,100,Friend human product civil crime suffer happy compare different try partner business pretty yes.
7910,3,40.00,100,True entire successful seven go small staff difficult determine peace smile fill catch.
10011,3,74.00,90,Performance gas act author mouth race which ready population.
7361,4,75.00,100,Itself rate catch lay sort trouble might to music.
11124,6,87.00,90,Age important artist will economic stuff read look him with threat several.
2032,3,64.00,5,Dinner mother both my find around thousand their long.
2386,1,78.00,100,n/a
9518,4,70.00,90,Major several writer politics modern though Republican contain business relate.
7407,2,82.00,100,Choose provide election successful test yet science.
4976,1,74.00,5,Though return none Congress senior behavior hot everyone current note hair suffer.
