student_key,subject_key,assignment_name,assignment_due_date,assignment_status,grade_feedback,guardian_signature
1355,5,Past artist pretty.,2024-12-24,not done,A,No
2991,6,Bar place.,2025-01-28,not done,B,n/a
3092,6,Market front night.,2024-12-26,done,A+,n/a
9576,4,Reduce thing develop.,2025-02-16,done,C-,Yes
10311,1,Best meeting mind.,2025-03-03,done,A,No
3045,6,Receive build.,2024-11-08,done,F,Yes
7607,6,Side end.,2025-03-06,pending,F,No
3001,6,Full edge ago.,2025-01-20,pending,C,n/a
9447,1,Sea sometimes child.,2024-11-26,done,C-,No
4447,3,Always will two.,2024-09-22,done,F,n/a
5340,2,Prevent strong.,2025-01-28,not done,B,Yes
10857,6,Conference position.,2024-11-22,done,C,Yes
4477,2,Hand dog people hard.,2025-01-31,done,F,Yes
10524,4,Door allow.,2024-11-10,done,D,n/a
10666,1,Artist fear necessary.,2025-03-02,not done,F,No
630,3,General employee imagine.,2025-02-27,done,C-,n/a
11629,1,Relationship protect near.,2024-11-22,not done,B-,No
10597,6,Major may.,2025-02-07,done,B-,n/a
5183,4,Provide near ready.,2025-02-24,done,F,Yes
6057,1,Technology evidence.,2025-01-19,not done,C-,Yes
6658,6,Management hundred suffer.,2024-11-11,not done,A,No
4791,6,Candidate citizen apply.,2025-02-17,not done,D,Yes
2060,3,Early live.,2025-01-03,pending,F,n/a
4412,4,Matter catch rule.,2024-09-22,not done,C,n/a
3255,2,Enough girl.,2025-01-03,not done,C-,No
8905,6,Window card president.,2025-02-23,done,A+,No
806,3,Will range.,2025-02-22,done,C,Yes
7743,6,Seat sit reality.,2024-12-20,done,B,n/a
10128,5,Suggest know.,2024-10-30,done,D,No
9396,6,Industry present.,2024-12-30,done,A+,No
8958,6,Effort interest white.,2024-11-25,done,C-,n/a
4317,3,Finally something.,2024-10-01,done,C-,No
11756,3,Often security eight.,2025-02-02,done,A,Yes
4957,5,Staff.,2024-11-10,pending,B-,No
10244,4,Generation too all.,2025-03-03,done,A+,No
8563,6,Since offer science.,2025-01-06,done,B,n/a
4287,1,Eat them remain.,2024-12-22,done,F,n/a
6162,2,Already lay week.,2025-02-21,done,B-,Yes
5872,3,Help feel.,2024-09-29,done,F,No
11380,3,Report woman.,2024-12-07,pending,C,No
1011,3,Charge speak little meet.,2024-10-29,done,A,No
9793,1,Close customer.,2024-12-13,not done,A+,No
7057,6,Benefit car.,2025-02-12,done,D,No
11474,2,Include of.,2024-09-21,done,D,Yes
3477,2,Make rich.,2025-02-06,not done,C,Yes
4904,6,Develop bad.,2024-10-09,done,B-,Yes
5976,2,Finally face.,2024-11-11,done,A,No
118,2,Final candidate.,2024-11-26,done,D,n/a
8245,1,Scientist win member.,2024-10-22,done,A+,Yes
4873,4,Agency because.,2024-12-25,done,A+,n/a
12143,4,Congress capital.,2024-10-16,done,C-,Yes
7479,1,Everyone actually star.,2025-02-07,not done,A,n/a
9366,1,Great either smile.,2025-02-02,done,C-,n/a
5094,5,Throughout family maybe.,2025-02-07,not done,C-,n/a
1911,1,Like now.,2024-12-14,not done,C,Yes
2950,5,Check scientist.,2024-10-28,not done,B,Yes
5213,5,Fill safe.,2024-12-16,pending,A,No
5506,1,Talk control.,2024-12-18,not done,D,No
8052,3,Rise.,2025-02-19,done,A+,Yes
11082,6,Song focus.,2024-10-24,not done,B,n/a
1725,4,Beyond important shake.,2025-03-08,done,D,n/a
1078,2,Southern once life.,2024-09-26,not done,B,n/a
11470,1,Play pass left.,2025-01-28,pending,B,n/a
1315,6,May.,2025-01-31,not done,D,No
2039,3,Organization will.,2024-09-13,done,B-,No
9804,1,Several business.,2024-11-18,pending,A+,No
7910,3,None through guess.,2024-12-20,pending,C,Yes
3708,5,Although especially fact.,2024-12-05,not done,D,No
10386,4,Scientist guess.,2024-11-24,done,A+,Yes
4455,5,Movie growth.,2024-12-11,done,A+,Yes
6731,6,Son go you.,2024-10-14,done,C-,n/a
3193,4,Stay character study.,2025-01-12,not done,F,n/a
10705,2,Whose test administration.,2024-10-04,done,C-,n/a
3512,3,Your play.,2025-01-14,not done,D,Yes
4398,6,Visit about.,2024-11-06,done,D,Yes
1634,1,Life research.,2024-12-13,not done,A+,Yes
5581,4,Read throughout side.,2024-12-22,pending,A,No
8048,5,Fast something allow.,2024-11-22,not done,F,Yes
5069,3,Job people community.,2025-01-17,done,A,Yes
11051,1,Under oil.,2025-03-08,not done,F,Yes
157,2,Song need.,2025-01-18,done,A+,n/a
9995,5,Item big support.,2024-10-31,pending,A,No
11304,4,Price forget use.,2024-11-01,not done,B,No
1452,4,Somebody board.,2024-12-03,done,F,Yes
11009,6,Fire interview.,2024-10-10,done,A+,No
3892,6,Happy raise room.,2025-03-06,done,F,n/a
1763,2,Test wind.,2024-12-07,done,A+,Yes
3300,1,Loss although.,2024-10-08,done,D,No
278,3,Probably speak sound.,2024-12-19,done,B,n/a
8013,2,Doctor pass group.,2024-12-13,done,F,No
3066,3,Rate least successful.,2024-12-07,not done,A+,No
7295,2,Fly little environment.,2025-02-17,not done,C,Yes
4482,5,Relationship.,2024-12-01,not done,B-,Yes
10923,2,Throw beat.,2025-01-25,pending,A,n/a
5823,5,Yes answer position.,2024-12-15,done,F,No
10183,6,Father study marriage.,2024-12-16,pending,C-,Yes
5433,6,Bill cost better stock.,2024-12-04,done,F,n/a
1684,6,Voice much involve.,2025-01-27,not done,C,Yes
11362,4,Before course.,2024-09-09,done,D,No
3564,5,Bank thousand.,2024-12-29,done,F,Yes
6004,1,People return yeah down.,2024-11-14,done,F,Yes
2232,5,Memory rich.,2025-02-15,not done,C-,Yes
950,3,According fund area specific.,2024-12-12,not done,A+,No
7014,3,Line save.,2024-11-17,done,C,n/a
3894,4,Window add.,2024-09-21,pending,D,n/a
5282,1,Exactly that sport.,2024-11-11,done,B-,Yes
9316,2,Either civil.,2025-02-26,pending,C-,n/a
8476,1,Remain left student voice.,2024-12-16,pending,F,n/a
5429,5,Keep past car.,2024-10-16,done,C-,Yes
1902,1,Wear.,2025-01-02,not done,D,n/a
9291,6,Unit land.,2024-10-05,done,C-,Yes
639,2,Civil every sport.,2025-02-26,pending,A,n/a
7501,6,Interest popular next.,2025-01-10,not done,C,No
11279,4,Room.,2024-09-11,done,C-,No
9587,6,Consider example hair activity.,2024-10-02,not done,C-,n/a
8713,4,Join high.,2025-02-27,done,B-,Yes
5294,2,Summer.,2025-02-11,not done,A,n/a
1331,4,Indeed learn.,2024-10-31,not done,C,Yes
2376,5,Few and.,2024-12-26,pending,F,Yes
1025,6,Soldier personal.,2024-12-24,not done,B,n/a
10333,1,Might do.,2024-12-18,pending,D,No
3882,1,Then could possible where.,2024-09-11,not done,D,No
7446,3,See task.,2025-02-14,not done,F,n/a
3215,6,Music difference.,2024-10-09,not done,C-,n/a
2277,2,Until the.,2024-09-24,done,A,Yes
1278,2,Under total.,2024-10-21,not done,C-,n/a
11297,4,Air fill.,2024-09-17,done,A+,Yes
5167,4,Yard environmental nature.,2024-11-07,done,D,No
1149,3,Value prevent.,2024-12-16,done,C,Yes
10902,6,Year they professional upon.,2024-11-10,pending,B-,n/a
3775,4,Property road.,2024-11-05,not done,A,n/a
3162,4,Attack speech.,2024-10-31,done,B,Yes
8402,1,Wish argue.,2025-01-13,pending,D,No
11038,1,Win center.,2024-10-17,done,B-,No
6864,5,Know data.,2025-01-23,not done,C,n/a
2760,6,Room difficult many.,2024-11-12,not done,D,n/a
4775,2,Tv thought.,2024-12-12,done,A,Yes
9706,2,Space ready.,2024-09-21,done,D,Yes
9696,3,Head contain design.,2024-12-06,done,A+,Yes
12063,6,As feeling.,2025-02-09,done,D,No
9500,4,Check anyone ground billion.,2024-11-23,done,C-,n/a
3355,2,Should.,2024-12-22,done,F,n/a
4152,1,Clear fight.,2024-11-29,done,A+,Yes
10489,3,Report light statement yourself.,2025-02-04,not done,C-,No
6538,5,Represent poor.,2024-11-15,done,C,n/a
7899,4,Once manager push.,2024-09-22,not done,D,n/a
5957,6,Daughter particularly along.,2024-09-22,done,B,n/a
3706,3,Cold drive point.,2025-02-24,pending,D,Yes
161,2,Very science arrive.,2024-09-08,not done,B-,n/a
7465,5,Both walk.,2024-10-12,done,F,n/a
3282,3,Fill voice.,2024-09-08,done,A,No
6160,3,During plant.,2024-09-25,done,A+,No
6520,6,Today.,2024-12-13,not done,A+,No
10513,4,Up realize.,2024-10-23,done,C,Yes
4809,3,Draw than.,2024-10-11,done,A,No
7164,3,Manage decision.,2025-02-28,done,D,No
4809,2,Fact girl level foot.,2024-12-07,pending,A+,Yes
6333,3,All.,2024-11-24,not done,C,Yes
11894,2,Each movie strategy.,2025-03-05,done,C,No
5194,5,Fear number.,2025-01-11,done,C,No
11774,1,Including often.,2024-12-17,done,B,Yes
11326,2,Accept throughout.,2024-09-14,not done,C-,No
3479,5,Population fire TV let.,2025-01-19,done,D,No
10129,6,Wonder form recognize.,2025-02-27,done,C,n/a
10658,3,Act far tree.,2025-01-02,done,D,No
5314,1,Customer often.,2024-12-27,done,B,n/a
9150,3,Goal indeed follow.,2024-12-03,done,F,No
7186,5,Artist hold room.,2024-11-08,not done,C,Yes
4489,3,Who suffer.,2024-12-13,pending,F,n/a
8719,2,Health decision.,2024-12-07,not done,B,Yes
10999,6,Next relate stuff.,2024-10-02,done,C,Yes
1051,2,Well could.,2024-10-18,not done,B-,n/a
3908,4,Pull leader many.,2025-02-08,done,B-,No
11569,2,Environment mission poor.,2025-02-15,pending,C-,No
1716,4,Involve though sure.,2024-10-17,not done,D,No
8859,1,Institution exist.,2024-10-08,done,B,No
482,3,A woman.,2024-10-04,not done,B,n/a
10013,6,Father son population chair.,2025-01-27,done,A,Yes
5222,6,Stock thing.,2025-02-16,not done,C-,n/a
11732,5,Hand data up.,2025-02-07,done,D,No
11337,1,Situation camera information degree.,2024-11-07,done,A,Yes
5629,4,Its operation.,2024-10-24,not done,F,No
7211,1,Today school.,2024-09-10,done,F,Yes
1079,2,Just sport.,2024-11-05,done,A+,Yes
2386,6,Around nice nor social.,2024-10-01,not done,A+,Yes
4027,6,For news.,2024-09-29,not done,B,Yes
836,1,Hit perhaps tell.,2024-11-18,not done,D,No
9775,1,Always budget.,2024-11-25,done,A+,No
4913,2,Easy may.,2025-02-07,not done,A+,Yes
3778,1,Site bring sing.,2024-12-31,pending,A+,Yes
2276,2,Support we.,2024-09-23,not done,C,Yes
5742,4,Career condition agreement.,2025-01-02,not done,D,n/a
5568,4,Everyone plant who.,2024-10-08,not done,A,n/a
2666,1,Natural religious.,2024-10-04,done,F,Yes
9944,1,Left identify.,2024-11-03,not done,D,n/a
4965,3,Look happy professor.,2024-12-29,done,C-,n/a
4396,2,Democrat police.,2024-12-02,done,B-,n/a
1432,4,Fish loss.,2025-02-10,pending,F,n/a
12149,5,Agreement himself have.,2024-10-17,pending,B-,n/a
11444,1,Our trip interview.,2025-03-08,done,B-,Yes
6291,4,Drop main.,2024-12-26,done,B,n/a
702,3,Street green.,2024-12-23,done,C,n/a
631,3,Smile blue body.,2025-01-02,done,A,Yes
3432,1,Amount answer effect.,2025-01-14,done,B-,Yes
1344,2,Old authority than.,2024-12-20,not done,B-,n/a
8988,1,Keep today here hair.,2024-11-28,not done,C,No
6871,6,Call feel.,2024-10-23,not done,D,n/a
7724,6,Far no.,2024-12-06,not done,C,No
4033,1,Rise.,2024-12-29,done,A+,Yes
322,1,Include value fine maintain.,2025-02-25,not done,B,No
8722,3,Notice end.,2024-09-22,not done,C,Yes
11211,5,Recently real along measure.,2025-01-21,not done,A,Yes
8325,3,Analysis agree identify.,2024-09-24,done,A+,No
9690,3,Cell almost.,2025-01-10,done,A+,No
3727,2,Apply authority Mrs about.,2024-12-13,done,A,n/a
10007,5,Soon peace.,2024-12-20,pending,B-,n/a
7690,4,Exactly answer.,2024-09-23,pending,C-,No
4471,3,After quality.,2024-12-02,done,C-,n/a
6298,1,Lead them.,2025-03-06,done,D,n/a
800,2,Bar get war.,2025-01-08,done,D,No
11095,3,Determine baby.,2025-02-13,done,B,n/a
5068,6,Fine toward every.,2025-02-20,done,C-,Yes
10333,6,Situation everyone.,2024-11-30,not done,B-,No
12020,6,Entire election try win.,2024-09-25,not done,C,Yes
5222,1,Lead mean.,2024-11-16,pending,A,Yes
433,3,Which treat structure democratic.,2025-01-04,not done,F,n/a
11636,1,Mean rest.,2025-02-09,pending,A+,n/a
9109,2,Boy upon.,2024-12-02,done,C,Yes
7968,1,Matter five.,2024-12-22,done,D,Yes
10011,4,What.,2024-12-02,pending,A,Yes
5655,2,Big bank a.,2024-10-29,not done,C-,No
5261,5,Myself condition picture.,2025-02-02,not done,A,n/a
7286,3,Young responsibility threat budget.,2025-03-04,done,F,n/a
4488,2,Station would under.,2025-02-12,done,C-,Yes
1286,1,Especially reach.,2024-12-08,not done,B-,No
11411,5,Affect.,2024-12-10,done,F,Yes
7979,6,Choice PM ability.,2024-12-08,pending,A+,No
6991,6,Use partner.,2024-11-30,done,B,n/a
5713,6,Game left.,2025-02-27,done,C-,Yes
10533,2,Thing eye through.,2024-12-18,done,F,No
3734,1,Guy goal.,2025-01-24,not done,B-,No
8933,4,Little join.,2025-01-04,not done,A,No
9735,4,Pass morning.,2025-01-14,done,C-,n/a
2703,6,Thus key ground.,2025-01-27,pending,C-,n/a
9352,5,Consumer method.,2024-10-27,done,C-,No
8875,2,Investment shake.,2024-11-18,done,D,n/a
8145,4,Someone head probably blue.,2024-11-14,done,A,Yes
9423,1,Finally simple.,2024-12-25,not done,C,n/a
2557,6,Six.,2025-02-28,pending,C,n/a
5835,2,Live tonight between.,2025-01-01,done,D,Yes
8791,1,Bill from.,2025-02-04,done,D,Yes
9121,2,Them writer increase.,2024-11-05,not done,D,No
10001,2,Number miss might.,2024-10-11,not done,F,n/a
8525,5,Well leg.,2024-09-29,done,C-,Yes
9345,3,Soon type.,2025-01-03,done,B,Yes
4990,6,Represent piece language white.,2024-10-25,not done,F,Yes
10049,4,Smile animal.,2024-09-17,pending,A+,Yes
1117,5,Fill data.,2024-12-23,pending,A+,No
1924,3,Cut coach.,2024-10-06,done,A,Yes
6299,1,Model.,2024-10-12,done,C-,Yes
115,1,We a.,2024-12-10,done,B,Yes
11842,2,House week.,2025-03-03,pending,A+,Yes
11700,2,Consumer hour increase method.,2024-12-30,pending,C-,n/a
7093,3,Relate act.,2024-12-02,pending,C,No
7267,4,Song carry bag.,2024-12-15,done,B-,No
10025,1,Skin suddenly.,2025-01-22,done,B-,No
12032,3,Paper might onto positive.,2025-03-09,done,C,n/a
2895,5,Guess class.,2024-12-17,pending,A,n/a
7190,1,Those threat.,2024-11-19,done,A+,Yes
1017,6,Will science.,2024-11-17,done,C-,n/a
1476,4,Budget scientist offer.,2024-10-07,not done,F,n/a
2088,4,Sort opportunity that.,2024-10-28,done,A,n/a
5581,3,Drug door.,2025-01-04,done,B,No
6007,3,Official character.,2024-10-14,not done,F,Yes
2841,6,Artist reflect.,2025-01-06,not done,B,Yes
7196,3,College expect from.,2025-01-06,done,B,Yes
3047,6,Brother number who.,2024-11-27,pending,C-,No
977,1,Still medical society.,2024-11-27,not done,B,No
4799,1,Design use.,2024-12-30,done,D,n/a
7714,6,Goal hotel.,2024-12-12,done,C,Yes
2807,3,Must add over.,2024-09-15,not done,B-,No
10273,2,Five budget.,2024-11-29,done,B,No
6309,3,Old season development value.,2025-01-16,done,A+,n/a
11752,2,Those probably city.,2024-12-06,not done,F,No
4966,6,Rest day daughter.,2024-10-29,done,D,Yes
713,4,Themselves alone if.,2025-02-28,done,A,Yes
4159,6,We pattern hard.,2025-03-07,pending,F,Yes
5304,5,Score free shoulder happen.,2025-01-21,done,A,Yes
11216,3,Poor.,2024-12-18,not done,C-,n/a
1868,4,Toward charge soon within.,2024-10-29,not done,B,Yes
9185,1,Produce hair.,2024-12-26,done,D,Yes
9312,6,Thought least.,2024-12-22,pending,A,No
6024,4,Tax car.,2025-02-24,pending,B-,n/a
12137,1,Somebody year.,2024-12-04,pending,C,n/a
8494,4,Support year.,2024-11-16,done,C-,Yes
1579,6,To.,2024-12-24,done,D,Yes
3680,5,Face.,2025-02-02,not done,B,Yes
11719,6,Move enjoy level.,2024-11-12,pending,A,Yes
6527,4,Forget trip market hold.,2025-01-01,pending,B,n/a
10087,6,Skin would beyond relate.,2024-10-15,not done,B-,Yes
11568,2,Thought country subject.,2024-12-05,not done,A+,Yes
11464,6,Life step art.,2024-11-26,done,C,No
4146,5,Design ever.,2025-02-28,not done,C,n/a
7563,1,Prove traditional.,2025-02-10,done,C,n/a
4224,3,Whose trip man.,2025-02-01,done,C-,n/a
4878,1,Type become.,2024-09-10,done,C-,n/a
11783,5,Under all wind.,2024-11-17,pending,B-,Yes
12025,5,Tonight approach.,2024-10-24,done,B-,Yes
5792,5,Stand around although.,2024-09-12,done,A,Yes
2276,2,Material apply garden.,2024-12-11,done,C-,Yes
11850,6,Join significant.,2024-10-30,not done,A,Yes
9796,4,Lot.,2024-09-24,done,F,No
9781,1,Rich administration.,2024-11-19,not done,C,n/a
10660,5,Yes scientist.,2024-11-27,pending,C-,Yes
2964,6,Republican science.,2024-10-09,done,A,Yes
7854,3,Effect long.,2024-09-15,done,C,Yes
8773,4,Traditional bag off relate.,2024-11-01,done,C-,n/a
11320,6,See beautiful great.,2024-09-09,done,D,n/a
11216,1,Road always hard.,2024-10-11,done,F,No
1222,4,Seat.,2024-12-02,pending,A+,n/a
1627,6,Bar life first.,2024-12-21,not done,C,n/a
10171,6,Young bring dog.,2024-12-21,not done,C-,n/a
1692,4,News election.,2024-11-08,not done,D,Yes
1596,5,Energy eat memory.,2025-02-04,done,C,No
8220,3,Activity exist about they.,2025-01-09,done,B-,No
4716,5,Fish during crime.,2025-02-18,pending,F,No
5265,1,Likely student room.,2025-02-07,done,B-,n/a
3601,6,Reach garden water.,2024-11-01,done,C-,n/a
2490,3,Score boy.,2024-11-27,pending,A+,Yes
1377,5,To church themselves all.,2025-01-17,not done,B,n/a
852,1,Policy evidence yeah.,2024-11-02,done,A+,No
5573,6,Great force.,2025-01-14,done,C-,No
5223,1,Reason.,2024-10-05,pending,C,n/a
7478,6,Lead method.,2025-01-22,done,D,n/a
896,1,House need gas.,2025-02-19,not done,C-,No
10430,5,Officer physical pressure.,2024-11-02,done,F,n/a
1628,4,Lay seven.,2024-10-12,not done,C,Yes
6488,5,To check.,2024-11-21,done,B-,No
11702,1,Former somebody career.,2025-03-09,pending,A,No
65,3,Night member character.,2025-02-13,pending,B,No
6815,5,On stock.,2025-01-28,done,B,Yes
117,5,Control manage.,2024-11-10,done,D,Yes
9778,5,Federal.,2025-02-02,pending,A,n/a
1544,1,Magazine many.,2025-02-25,pending,D,n/a
2623,3,History station black.,2024-10-15,not done,B-,n/a
5795,6,Area local poor.,2024-10-06,not done,B,n/a
4507,6,Own choose.,2024-10-10,done,D,No
7406,5,Congress attorney hand.,2025-01-19,not done,B-,Yes
3839,5,Build chance.,2024-10-23,not done,A+,No
5325,3,Why picture.,2024-10-14,not done,C-,No
9287,5,Size past.,2024-11-13,done,C,No
2079,4,Traditional experience.,2025-01-30,done,D,No
1257,2,Upon day.,2024-12-15,done,B,No
11911,2,Floor expect join.,2024-10-04,pending,C,No
5384,6,Best identify.,2025-01-12,done,C-,n/a
10131,1,Responsibility must law.,2025-02-09,done,B-,Yes
2377,4,Science road.,2024-10-18,not done,B-,No
1528,2,Join ago approach.,2025-02-16,not done,A+,No
7888,1,Most left.,2025-01-14,pending,C,No
12063,6,Around push.,2025-01-02,done,B-,No
9485,6,Always east job.,2024-12-29,done,A,Yes
2434,6,Rest real lot.,2024-11-11,done,B,n/a
9894,6,Amount realize war style.,2024-11-05,pending,B-,Yes
586,5,Gas direction.,2025-03-09,not done,C,Yes
9807,2,Blue artist.,2024-10-13,done,D,No
11665,4,My water idea.,2025-02-11,done,B,n/a
10998,5,When.,2024-12-17,done,A+,n/a
5175,4,Include memory still.,2025-03-08,pending,B,No
431,2,Tough single box.,2024-12-21,done,A,n/a
4892,4,Oil discuss those.,2025-01-24,pending,B,Yes
9963,4,Old guess laugh.,2024-11-27,done,A+,n/a
8330,4,People sort.,2024-10-19,done,B-,n/a
11155,6,Call member common.,2024-11-10,not done,D,No
943,6,Determine field maybe.,2024-09-10,done,F,n/a
5330,3,Sure take.,2025-01-22,done,A+,n/a
5069,4,Say allow.,2024-09-15,done,B,n/a
8633,3,But hundred late.,2024-10-05,done,A,n/a
5684,1,Time mission adult there.,2025-03-09,done,A+,Yes
3360,6,Ahead might natural.,2024-10-01,done,F,Yes
7275,3,Including however school.,2025-02-09,done,C,Yes
5727,4,Occur administration turn.,2024-10-28,not done,F,No
8644,3,Herself note.,2024-09-15,not done,A,Yes
2881,4,Perhaps three born.,2024-12-28,done,C-,Yes
1411,6,Summer.,2025-03-04,pending,C-,No
11613,1,Nice together agreement.,2024-12-13,not done,C-,No
10488,2,Late.,2024-11-17,not done,A,Yes
9495,1,Hand southern movement.,2024-09-23,done,C-,n/a
111,3,Capital news.,2024-12-07,done,F,n/a
11850,3,Know manage student.,2024-10-28,done,A+,No
5258,2,International simple country attention.,2025-02-22,not done,A,n/a
5992,6,Manage case mind.,2025-02-07,not done,A,Yes
440,2,Traditional beat pressure.,2024-09-15,not done,B-,No
2864,3,Add age.,2024-10-20,done,F,n/a
5246,1,Group safe loss.,2024-12-26,not done,A,n/a
10690,3,Manager marriage successful.,2024-11-17,done,B-,n/a
6733,6,Could can despite.,2025-02-03,not done,C,n/a
10523,1,Radio important coach.,2024-12-07,pending,C,No
6543,4,According process.,2024-09-09,done,F,n/a
9825,4,Role.,2024-12-29,done,B,No
2322,3,Sound condition century.,2024-11-05,pending,B,Yes
